timestamp,alpha,beta,theta,diff
2024-11-08|15:38:19.682,0.0874,-0.0559,-0.1587,20.0000
2024-11-08|15:38:19.887,0.0874,-0.0559,-0.1587,20.0000
2024-11-08|15:38:20.091,0.0874,-0.0565,-0.1700,20.0000
2024-11-08|15:38:20.289,0.0874,-0.0583,-0.2029,20.0000
2024-11-08|15:38:20.494,0.0831,-0.0619,-0.2533,20.0000
2024-11-08|15:38:20.695,0.0601,-0.0663,-0.3053,20.0000
2024-11-08|15:38:20.897,0.0601,-0.0663,-0.3053,20.0000
2024-11-08|15:38:21.098,0.0551,-0.0680,-0.3371,20.0000
2024-11-08|15:38:21.302,0.0568,-0.0590,-0.3416,20.0000
2024-11-08|15:38:21.506,0.0752,-0.0342,-0.3311,20.0000
2024-11-08|15:38:21.708,0.1263,0.0019,-0.3259,20.0000
2024-11-08|15:38:21.909,0.1594,0.0370,-0.3369,20.0000
2024-11-08|15:38:22.111,0.1563,0.0628,-0.3596,20.0000
2024-11-08|15:38:22.313,0.1492,0.0791,-0.3749,20.0000
2024-11-08|15:38:22.514,0.1461,0.0898,-0.3712,20.0000
2024-11-08|15:38:22.717,0.1461,0.0898,-0.3712,20.0000
2024-11-08|15:38:22.921,0.1425,0.0981,-0.3524,20.0000
2024-11-08|15:38:23.123,0.1345,0.1051,-0.3281,20.0000
2024-11-08|15:38:23.325,0.1278,0.1123,-0.3034,20.0000
2024-11-08|15:38:23.527,0.1200,0.1204,-0.2806,20.0000
2024-11-08|15:38:23.728,0.1099,0.1290,-0.2607,20.0000
2024-11-08|15:38:23.930,0.1099,0.1290,-0.2607,20.0000
2024-11-08|15:38:24.131,0.1579,0.1376,-0.2453,20.0000
2024-11-08|15:38:24.332,0.2412,0.1461,-0.2355,20.0000
2024-11-08|15:38:24.534,0.2955,0.1539,-0.2360,20.0000
2024-11-08|15:38:24.737,0.2966,0.1569,-0.2487,20.0000
2024-11-08|15:38:24.939,0.2942,0.1511,-0.2689,20.0000
2024-11-08|15:38:25.141,0.2942,0.1511,-0.2689,20.0000
2024-11-08|15:38:25.345,0.2811,0.1372,-0.2843,20.0000
2024-11-08|15:38:25.548,0.2660,0.1200,-0.2834,20.0000
2024-11-08|15:38:25.752,0.2375,0.1030,-0.2672,20.0000
2024-11-08|15:38:25.954,0.2050,0.0882,-0.2493,20.0000
2024-11-08|15:38:26.158,0.1955,0.0784,-0.2393,20.0000
2024-11-08|15:38:26.363,0.1955,0.0784,-0.2393,20.0000
2024-11-08|15:38:26.566,0.2311,0.0770,-0.2363,20.0000
2024-11-08|15:38:26.768,0.3049,0.0826,-0.2328,20.0000
2024-11-08|15:38:26.985,0.3630,0.0901,-0.2239,20.0000
2024-11-08|15:38:27.190,0.3784,0.0964,-0.2149,20.0000
2024-11-08|15:38:27.394,0.3834,0.1033,-0.2144,20.0000
2024-11-08|15:38:27.595,0.3834,0.1033,-0.2144,20.0000
2024-11-08|15:38:27.798,0.3834,0.1117,-0.2253,20.0000
2024-11-08|15:38:27.999,0.3834,0.1190,-0.2428,20.0000
2024-11-08|15:38:28.201,0.3821,0.1217,-0.2569,20.0000
2024-11-08|15:38:28.404,0.3750,0.1194,-0.2633,20.0000
2024-11-08|15:38:28.607,0.3751,0.1138,-0.2654,20.0000
2024-11-08|15:38:28.810,0.3828,0.1073,-0.2702,20.0000
2024-11-08|15:38:29.013,0.3828,0.1073,-0.2702,20.0000
2024-11-08|15:38:29.216,0.3851,0.1007,-0.2847,20.0000
2024-11-08|15:38:29.419,0.3851,0.0946,-0.3131,20.0000
2024-11-08|15:38:29.623,0.3851,0.0878,-0.3531,20.0000
2024-11-08|15:38:29.823,0.3851,0.0774,-0.3981,20.0000
2024-11-08|15:38:30.026,0.3851,0.0774,-0.3981,20.0000
2024-11-08|15:38:30.227,0.3851,0.0603,-0.4429,20.0000
2024-11-08|15:38:30.428,0.3851,0.0367,-0.4429,20.0000
2024-11-08|15:38:30.629,0.3809,0.0109,-0.5254,20.0000
2024-11-08|15:38:30.830,0.3281,-0.0124,-0.5328,20.0000
2024-11-08|15:38:31.031,0.2746,-0.0327,-0.4947,20.0000
2024-11-08|15:38:31.232,0.2416,-0.0528,-0.4309,20.0000
2024-11-08|15:38:31.433,0.2350,-0.0717,-0.4309,20.0000
2024-11-08|15:38:31.636,0.2350,-0.0717,-0.3733,20.0000
2024-11-08|15:38:31.840,0.2350,-0.0837,-0.3346,20.0000
2024-11-08|15:38:32.041,0.2350,-0.0863,-0.3068,20.0000
2024-11-08|15:38:32.243,0.2350,-0.0857,-0.2792,20.0000
2024-11-08|15:38:32.445,0.2331,-0.0914,-0.2451,20.0000
2024-11-08|15:38:32.648,0.2231,-0.1060,-0.2040,20.0000
2024-11-08|15:38:32.849,0.2231,-0.1060,-0.2040,20.0000
2024-11-08|15:38:33.051,0.2164,-0.1228,-0.1604,20.0000
2024-11-08|15:38:33.251,0.2164,-0.1310,-0.1231,20.0000
2024-11-08|15:38:33.455,0.2164,-0.1231,-0.0986,20.0000
2024-11-08|15:38:33.657,0.2164,-0.0997,-0.0895,20.0000
2024-11-08|15:38:33.875,0.2164,-0.0675,-0.0942,20.0000
2024-11-08|15:38:34.078,0.2164,-0.0675,-0.0942,20.0000
2024-11-08|15:38:34.281,0.1892,-0.0372,-0.1129,20.0000
2024-11-08|15:38:34.483,0.1014,-0.0164,-0.1459,20.0000
2024-11-08|15:38:34.684,-0.0323,-0.0044,-0.1903,20.0000
2024-11-08|15:38:34.887,-0.1748,0.0057,-0.2376,20.0000
2024-11-08|15:38:35.089,-0.2498,0.0195,-0.2751,20.0000
2024-11-08|15:38:35.291,-0.2651,0.0366,-0.2957,20.0000
2024-11-08|15:38:35.494,-0.2651,0.0366,-0.2957,20.0000
2024-11-08|15:38:35.695,-0.2691,0.0547,-0.3026,20.0000
2024-11-08|15:38:35.896,-0.2603,0.0732,-0.3013,20.0000
2024-11-08|15:38:36.116,-0.1753,0.0920,-0.2997,20.0000
2024-11-08|15:38:36.317,-0.1247,0.1094,-0.3072,20.0000
2024-11-08|15:38:36.520,-0.0989,0.1243,-0.3258,20.0000
2024-11-08|15:38:36.723,-0.0989,0.1243,-0.3258,20.0000
2024-11-08|15:38:36.925,-0.0825,0.1365,-0.3450,20.0000
2024-11-08|15:38:37.130,-0.0633,0.1450,-0.3475,20.0000
2024-11-08|15:38:37.331,-0.0351,0.1471,-0.3256,20.0000
2024-11-08|15:38:37.533,-0.0160,0.1423,-0.2858,20.0000
2024-11-08|15:38:37.735,-0.0010,0.1343,-0.2326,20.0000
2024-11-08|15:38:37.951,-0.0010,0.1343,-0.2326,20.0000
2024-11-08|15:38:38.156,0.0425,0.1277,-0.1678,20.0000
2024-11-08|15:38:38.375,0.1266,0.1232,-0.1034,20.0000
2024-11-08|15:38:38.579,0.1725,0.1188,-0.0543,20.0000
2024-11-08|15:38:38.783,0.1801,0.1131,-0.0245,20.0000
2024-11-08|15:38:38.989,0.1801,0.1056,-0.0085,20.0000
2024-11-08|15:38:39.190,0.1801,0.0956,0.0019,20.0000
2024-11-08|15:38:39.393,0.1801,0.0956,0.0019,20.0000
2024-11-08|15:38:39.594,0.1801,0.0833,0.0089,20.0000
2024-11-08|15:38:39.796,0.1873,0.0720,0.0116,20.0000
2024-11-08|15:38:39.998,0.2199,0.0660,0.0096,20.0000
2024-11-08|15:38:40.199,0.2345,0.0668,0.0040,20.0000
2024-11-08|15:38:40.420,0.2261,0.0707,-0.0052,20.0000
2024-11-08|15:38:40.622,0.2245,0.0729,-0.0189,20.0000
2024-11-08|15:38:40.825,0.2384,0.0722,-0.0369,20.0000
2024-11-08|15:38:41.028,0.2384,0.0722,-0.0369,20.0000
2024-11-08|15:38:41.233,0.2419,0.0713,-0.0607,20.0000
2024-11-08|15:38:41.451,0.2419,0.0736,-0.0944,20.0000
2024-11-08|15:38:41.655,0.2402,0.0827,-0.1394,20.0000
2024-11-08|15:38:41.856,0.2402,0.1010,-0.1755,20.0000
2024-11-08|15:38:42.058,0.2241,0.1286,-0.1577,20.0000
2024-11-08|15:38:42.259,0.2241,0.1286,-0.1577,20.0000
2024-11-08|15:38:42.460,0.1922,0.1612,-0.0786,20.0000
2024-11-08|15:38:42.661,0.2509,0.1919,0.0188,20.0000
2024-11-08|15:38:42.863,0.3500,0.2162,0.0979,20.0000
2024-11-08|15:38:43.065,0.4547,0.2330,0.1533,20.0000
2024-11-08|15:38:43.267,0.5184,0.2443,0.1963,20.0000
2024-11-08|15:38:43.471,0.5184,0.2443,0.1963,20.0000
2024-11-08|15:38:43.671,0.5288,0.2527,0.2345,20.0000
2024-11-08|15:38:43.873,0.5288,0.2587,0.2664,20.0000
2024-11-08|15:38:44.075,0.5218,0.2605,0.2890,20.0000
2024-11-08|15:38:44.277,0.5058,0.2574,0.3054,20.0000
2024-11-08|15:38:44.477,0.4888,0.2504,0.3233,20.0000
2024-11-08|15:38:44.681,0.4836,0.2426,0.3508,20.0000
2024-11-08|15:38:44.881,0.4836,0.2426,0.3508,20.0000
2024-11-08|15:38:45.086,0.4835,0.2361,0.3902,20.0000
2024-11-08|15:38:45.287,0.4839,0.2292,0.4335,20.0000
2024-11-08|15:38:45.490,0.4851,0.2184,0.4666,20.0000
2024-11-08|15:38:45.691,0.4920,0.2006,0.4830,20.0000
2024-11-08|15:38:45.898,0.5005,0.1761,0.4873,20.0000
2024-11-08|15:38:46.098,0.5005,0.1761,0.4873,20.0000
2024-11-08|15:38:46.300,0.4968,0.1516,0.4776,20.0000
2024-11-08|15:38:46.516,0.4884,0.1270,0.4664,20.0000
2024-11-08|15:38:46.718,0.4769,0.1074,0.4590,20.0000
2024-11-08|15:38:46.922,0.4263,0.0913,0.4548,20.0000
2024-11-08|15:38:47.125,0.2828,0.0732,0.4533,20.0000
2024-11-08|15:38:47.326,0.0911,0.0490,0.4586,20.0000
2024-11-08|15:38:47.531,0.0911,0.0490,0.4586,20.0000
2024-11-08|15:38:47.730,0.0734,0.0217,0.4778,20.0000
2024-11-08|15:38:47.931,0.1645,0.0164,0.5179,20.0000
2024-11-08|15:38:48.132,0.1643,0.0252,0.5596,20.0000
2024-11-08|15:38:48.334,0.1637,0.0355,0.5841,20.0000
2024-11-08|15:38:48.540,0.1637,0.0355,0.5841,20.0000
2024-11-08|15:38:48.739,0.1601,0.0346,0.5803,20.0000
2024-11-08|15:38:48.940,0.1547,0.0200,0.5514,20.0000
2024-11-08|15:38:49.143,0.1547,-0.0057,0.5148,20.0000
2024-11-08|15:38:49.344,0.1547,-0.0354,0.4775,20.0000
2024-11-08|15:38:49.548,0.0781,-0.0621,0.4273,20.0000
2024-11-08|15:38:49.753,0.0781,-0.0533,0.3879,20.0000
2024-11-08|15:38:49.955,0.0781,-0.0533,0.3879,20.0000
2024-11-08|15:38:50.157,0.0781,-0.0404,0.3490,20.0000
2024-11-08|15:38:50.376,0.0781,-0.0309,0.3181,20.0000
2024-11-08|15:38:50.580,0.0796,-0.0254,0.3010,20.0000
2024-11-08|15:38:50.781,0.1007,-0.0209,0.2980,20.0000
2024-11-08|15:38:50.981,0.1517,-0.0176,0.3004,20.0000
2024-11-08|15:38:51.185,0.2017,-0.0188,0.3004,20.0000
2024-11-08|15:38:51.390,0.2017,-0.0188,0.2975,20.0000
2024-11-08|15:38:51.590,0.2245,-0.0356,0.2582,20.0000
2024-11-08|15:38:51.793,0.2350,-0.0528,0.1962,20.0000
2024-11-08|15:38:51.994,0.2346,-0.0621,0.1234,20.0000
2024-11-08|15:38:52.196,0.2172,-0.0608,0.0571,20.0000
2024-11-08|15:38:52.401,0.1773,-0.0532,0.0066,20.0000
2024-11-08|15:38:52.601,0.1483,-0.0444,0.0066,20.0000
2024-11-08|15:38:52.803,0.1483,-0.0444,-0.0348,20.0000
2024-11-08|15:38:53.006,0.1432,-0.0395,-0.0714,20.0000
2024-11-08|15:38:53.207,0.1421,-0.0423,-0.0963,20.0000
2024-11-08|15:38:53.410,0.1421,-0.0555,-0.1055,20.0000
2024-11-08|15:38:53.612,0.1421,-0.0768,-0.1066,20.0000
2024-11-08|15:38:53.813,0.1421,-0.0768,-0.1066,20.0000
2024-11-08|15:38:54.015,0.1421,-0.1014,-0.1148,20.0000
2024-11-08|15:38:54.217,0.1421,-0.1269,-0.1442,20.0000
2024-11-08|15:38:54.420,0.1381,-0.1541,-0.2042,20.0000
2024-11-08|15:38:54.624,0.1304,-0.1812,-0.2859,20.0000
2024-11-08|15:38:54.827,0.1347,-0.2029,-0.3556,20.0000
2024-11-08|15:38:55.030,0.1254,-0.2159,-0.3813,20.0000
2024-11-08|15:38:55.228,0.1254,-0.2159,-0.3813,20.0000
2024-11-08|15:38:55.431,0.0945,-0.2245,-0.3717,20.0000
2024-11-08|15:38:55.634,0.0102,-0.2343,-0.3534,20.0000
2024-11-08|15:38:55.835,-0.0996,-0.2444,-0.3352,20.0000
2024-11-08|15:38:56.038,-0.1821,-0.2481,-0.3038,20.0000
2024-11-08|15:38:56.241,-0.2365,-0.2430,-0.2350,20.0000
2024-11-08|15:38:56.444,-0.1660,-0.2339,-0.1072,20.0000
2024-11-08|15:38:56.647,-0.1660,-0.2339,-0.1072,20.0000
2024-11-08|15:38:56.849,-0.0126,-0.2288,0.0717,20.0000
2024-11-08|15:38:57.051,0.1751,-0.2291,0.2568,20.0000
2024-11-08|15:38:57.257,0.2951,-0.2283,0.4081,20.0000
2024-11-08|15:38:57.462,0.3371,-0.2184,0.5124,20.0000
2024-11-08|15:38:57.665,0.3698,-0.1958,0.5813,20.0000
2024-11-08|15:38:57.868,0.3698,-0.1958,0.5813,20.0000
2024-11-08|15:38:58.074,0.3872,-0.1645,0.6369,20.0000
2024-11-08|15:38:58.273,0.4394,-0.1316,0.6930,20.0000
2024-11-08|15:38:58.474,0.4884,-0.1012,0.7441,20.0000
2024-11-08|15:38:58.677,0.5090,-0.0741,0.7794,20.0000
2024-11-08|15:38:58.883,0.5145,-0.0493,0.7964,20.0000
2024-11-08|15:38:59.083,0.5145,-0.0493,0.7964,20.0000
2024-11-08|15:38:59.284,0.5154,-0.0277,0.8013,20.0000
2024-11-08|15:38:59.489,0.5159,-0.0123,0.8016,20.0000
2024-11-08|15:38:59.689,0.5159,-0.0045,0.8002,20.0000
2024-11-08|15:38:59.891,0.5159,-0.0018,0.7971,20.0000
2024-11-08|15:39:00.093,0.5159,0.0015,0.7971,20.0000
2024-11-08|15:39:00.294,0.5159,0.0015,0.7884,20.0000
2024-11-08|15:39:00.495,0.5159,0.0113,0.7681,20.0000
2024-11-08|15:39:00.697,0.5159,0.0289,0.7319,20.0000
2024-11-08|15:39:00.900,0.5159,0.0502,0.6835,20.0000
2024-11-08|15:39:01.104,0.5159,0.0700,0.6350,20.0000
2024-11-08|15:39:01.323,0.5140,0.0855,0.5941,20.0000
2024-11-08|15:39:01.526,0.4940,0.0994,0.5941,20.0000
2024-11-08|15:39:01.727,0.4940,0.0994,0.5533,20.0000
2024-11-08|15:39:01.930,0.5412,0.1217,0.5059,20.0000
2024-11-08|15:39:02.132,0.6513,0.1596,0.4726,20.0000
2024-11-08|15:39:02.335,0.7603,0.2063,0.4819,20.0000
2024-11-08|15:39:02.538,0.8046,0.2460,0.5264,20.0000
2024-11-08|15:39:02.740,0.8046,0.2460,0.5264,20.0000
2024-11-08|15:39:02.943,0.8067,0.2699,0.5705,20.0000
2024-11-08|15:39:03.145,0.8067,0.2792,0.5959,20.0000
2024-11-08|15:39:03.347,0.8067,0.2807,0.6066,20.0000
2024-11-08|15:39:03.548,0.8067,0.2800,0.6098,20.0000
2024-11-08|15:39:03.750,0.8067,0.2787,0.6072,20.0000
2024-11-08|15:39:03.956,0.8067,0.2787,0.6072,20.0000
2024-11-08|15:39:04.156,0.8067,0.2779,0.5977,20.0000
2024-11-08|15:39:04.373,0.8067,0.2788,0.5810,20.0000
2024-11-08|15:39:04.576,0.8060,0.2804,0.5594,20.0000
2024-11-08|15:39:04.777,0.8060,0.2797,0.5362,20.0000
2024-11-08|15:39:04.993,0.8056,0.2731,0.5129,20.0000
2024-11-08|15:39:05.197,0.8041,0.2578,0.4885,20.0000
2024-11-08|15:39:05.397,0.8041,0.2282,0.4543,20.0000
2024-11-08|15:39:05.601,0.8041,0.2282,0.4543,20.0000
2024-11-08|15:39:05.805,0.8004,0.1782,0.3947,20.0000
2024-11-08|15:39:06.006,0.7778,0.1062,0.3033,20.0000
2024-11-08|15:39:06.208,0.6975,0.0229,0.1956,20.0000
2024-11-08|15:39:06.426,0.5344,-0.0524,0.1127,20.0000
2024-11-08|15:39:06.628,0.3705,-0.1049,0.0807,20.0000
2024-11-08|15:39:06.831,0.3001,-0.1361,0.0770,20.0000
2024-11-08|15:39:07.035,0.3001,-0.1361,0.0770,20.0000
2024-11-08|15:39:07.238,0.2870,-0.1558,0.0721,20.0000
2024-11-08|15:39:07.439,0.2870,-0.1716,0.0658,20.0000
2024-11-08|15:39:07.641,0.2849,-0.1902,0.0705,20.0000
2024-11-08|15:39:07.844,0.2726,-0.2153,0.0980,20.0000
2024-11-08|15:39:08.044,0.2600,-0.2429,0.1453,20.0000
2024-11-08|15:39:08.245,0.2518,-0.2612,0.2031,20.0000
2024-11-08|15:39:08.449,0.2239,-0.2592,0.2727,20.0000
2024-11-08|15:39:08.649,0.2239,-0.2592,0.2727,20.0000
2024-11-08|15:39:08.851,0.2149,-0.2364,0.3496,20.0000
2024-11-08|15:39:09.058,0.2215,-0.2033,0.4184,20.0000
2024-11-08|15:39:09.256,0.2457,-0.1727,0.4643,20.0000
2024-11-08|15:39:09.460,0.2422,-0.1499,0.4810,20.0000
2024-11-08|15:39:09.661,0.2422,-0.1499,0.4810,20.0000
2024-11-08|15:39:09.863,0.1921,-0.1339,0.4739,20.0000
2024-11-08|15:39:10.066,0.1620,-0.1215,0.4576,20.0000
2024-11-08|15:39:10.268,0.1620,-0.1102,0.4443,20.0000
2024-11-08|15:39:10.471,0.1656,-0.1000,0.4378,20.0000
2024-11-08|15:39:10.673,0.1817,-0.0903,0.4382,20.0000
2024-11-08|15:39:10.875,0.2117,-0.0821,0.4480,20.0000
2024-11-08|15:39:11.078,0.2117,-0.0821,0.4480,20.0000
2024-11-08|15:39:11.281,0.2961,-0.0772,0.4818,20.0000
2024-11-08|15:39:11.481,0.2961,-0.0745,0.4961,20.0000
2024-11-08|15:39:11.683,0.2961,-0.0764,0.5033,20.0000
2024-11-08|15:39:11.884,0.2961,-0.0845,0.5025,20.0000
2024-11-08|15:39:12.087,0.2961,-0.0994,0.4868,20.0000
2024-11-08|15:39:12.289,0.2961,-0.0994,0.4868,20.0000
2024-11-08|15:39:12.490,0.2909,-0.1202,0.4474,20.0000
2024-11-08|15:39:12.690,0.2843,-0.1442,0.3845,20.0000
2024-11-08|15:39:12.893,0.2770,-0.1645,0.3162,20.0000
2024-11-08|15:39:13.094,0.2319,-0.1724,0.2757,20.0000
2024-11-08|15:39:13.294,0.1817,-0.1643,0.2808,20.0000
2024-11-08|15:39:13.496,0.4238,-0.0768,0.4553,20.0000
2024-11-08|15:39:13.697,0.4238,-0.0768,0.4553,20.0000
2024-11-08|15:39:13.900,0.4805,0.0155,0.5722,20.0000
2024-11-08|15:39:14.105,0.5056,0.1066,0.6504,20.0000
2024-11-08|15:39:14.311,0.5119,0.1876,0.7056,20.0000
2024-11-08|15:39:14.508,0.5345,0.2497,0.7465,20.0000
2024-11-08|15:39:14.710,0.5509,0.2889,0.7532,20.0000
2024-11-08|15:39:14.914,0.5509,0.2889,0.7532,20.0000
2024-11-08|15:39:15.116,0.5553,0.2666,0.7383,20.0000
2024-11-08|15:39:15.321,0.5600,0.2358,0.7137,20.0000
2024-11-08|15:39:15.524,0.5600,0.2052,0.6817,20.0000
2024-11-08|15:39:15.729,0.5600,0.1795,0.6508,20.0000
2024-11-08|15:39:15.930,0.5600,0.1574,0.6312,20.0000
2024-11-08|15:39:16.131,0.5600,0.1574,0.6312,20.0000
2024-11-08|15:39:16.334,0.5600,0.1357,0.6358,20.0000
2024-11-08|15:39:16.538,0.5600,0.1139,0.6650,20.0000
2024-11-08|15:39:16.740,0.5600,0.0941,0.7073,20.0000
2024-11-08|15:39:16.941,0.5600,0.0787,0.7454,20.0000
2024-11-08|15:39:17.143,0.5527,0.0595,0.7622,20.0000
2024-11-08|15:39:17.343,0.5370,0.0303,0.7632,20.0000
2024-11-08|15:39:17.546,0.5370,0.0303,0.7632,20.0000
2024-11-08|15:39:17.751,0.5076,-0.0143,0.7526,20.0000
2024-11-08|15:39:17.957,0.4550,-0.0718,0.7349,20.0000
2024-11-08|15:39:18.157,0.4260,-0.1270,0.7131,20.0000
2024-11-08|15:39:18.360,0.3813,-0.1570,0.6916,20.0000
2024-11-08|15:39:18.564,0.3514,-0.1498,0.6799,20.0000
2024-11-08|15:39:18.767,0.3514,-0.1498,0.6799,20.0000
2024-11-08|15:39:18.972,0.2921,-0.1177,0.6871,20.0000
2024-11-08|15:39:19.173,0.2935,-0.0852,0.7117,20.0000
2024-11-08|15:39:19.374,0.2964,-0.0680,0.7430,20.0000
2024-11-08|15:39:19.577,0.3075,-0.0647,0.7705,20.0000
2024-11-08|15:39:19.779,0.3240,-0.0616,0.7843,20.0000
2024-11-08|15:39:19.981,0.3691,-0.0433,0.7836,20.0000
2024-11-08|15:39:20.181,0.3691,-0.0433,0.7836,20.0000
2024-11-08|15:39:20.384,0.4294,-0.0069,0.7700,20.0000
2024-11-08|15:39:20.584,0.4624,0.0375,0.7495,20.0000
2024-11-08|15:39:20.787,0.4453,0.0792,0.7343,20.0000
2024-11-08|15:39:20.987,0.4405,0.1130,0.7344,20.0000
2024-11-08|15:39:21.189,0.4405,0.1378,0.7471,20.0000
2024-11-08|15:39:21.391,0.4405,0.1378,0.7471,20.0000
2024-11-08|15:39:21.594,0.4405,0.1563,0.7687,20.0000
2024-11-08|15:39:21.796,0.4405,0.1722,0.7960,20.0000
2024-11-08|15:39:21.998,0.4405,0.1819,0.8242,20.0000
2024-11-08|15:39:22.201,0.4405,0.1840,0.8490,20.0000
2024-11-08|15:39:22.405,0.4405,0.1805,0.8490,20.0000
2024-11-08|15:39:22.607,0.4405,0.1792,0.8490,20.0000
2024-11-08|15:39:22.808,0.4405,0.1792,0.8738,20.0000
2024-11-08|15:39:23.012,0.4405,0.1909,0.8753,20.0000
2024-11-08|15:39:23.211,0.4364,0.2206,0.8734,20.0000
2024-11-08|15:39:23.414,0.4194,0.2610,0.8715,20.0000
2024-11-08|15:39:23.616,0.4028,0.2962,0.8639,20.0000
2024-11-08|15:39:23.818,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:24.021,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:24.224,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:24.423,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:24.626,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:24.828,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:25.030,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:25.232,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:25.439,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:25.639,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:25.840,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:26.041,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:26.244,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:26.446,0.3719,0.3122,0.8470,20.0000
2024-11-08|15:39:26.647,0.0936,-0.0263,0.2812,20.0000
2024-11-08|15:39:26.848,0.0936,-0.0263,0.2812,20.0000
2024-11-08|15:39:27.049,0.1040,-0.0473,0.2103,20.0000
2024-11-08|15:39:27.249,0.1122,-0.0691,0.1652,20.0000
2024-11-08|15:39:27.454,0.1122,-0.0830,0.1318,20.0000
