timestamp,alpha,beta,theta,diff
2024-11-08|13:28:41.943,-0.0457,0.6859,0.2068,24.0000
2024-11-08|13:28:42.146,-0.0463,0.6832,0.2029,24.0000
2024-11-08|13:28:42.347,-0.0499,0.6749,0.1940,24.0000
2024-11-08|13:28:42.550,-0.0719,0.6586,0.1815,24.0000
2024-11-08|13:28:42.753,-0.1155,0.6350,0.1677,24.0000
2024-11-08|13:28:42.953,-0.0955,0.6085,0.1566,24.0000
2024-11-08|13:28:43.157,-0.0955,0.6085,0.1566,24.0000
2024-11-08|13:28:43.374,-0.0813,0.5845,0.1440,24.0000
2024-11-08|13:28:43.577,-0.0791,0.5666,0.1206,24.0000
2024-11-08|13:28:43.780,-0.0738,0.5635,0.0953,24.0000
2024-11-08|13:28:43.981,-0.0738,0.5616,0.0636,24.0000
2024-11-08|13:28:44.184,-0.0601,0.5564,0.0383,24.0000
2024-11-08|13:28:44.404,-0.0601,0.5564,0.0383,24.0000
2024-11-08|13:28:44.608,-0.0022,0.5445,0.0281,24.0000
2024-11-08|13:28:44.808,0.0879,0.5267,0.0291,24.0000
2024-11-08|13:28:45.011,0.1394,0.5067,0.0341,24.0000
2024-11-08|13:28:45.212,0.1503,0.4863,0.0444,24.0000
2024-11-08|13:28:45.413,0.1520,0.4633,0.0662,24.0000
2024-11-08|13:28:45.617,0.1520,0.4633,0.0662,24.0000
2024-11-08|13:28:45.819,0.1520,0.4367,0.0966,24.0000
2024-11-08|13:28:46.023,0.1520,0.4079,0.1217,24.0000
2024-11-08|13:28:46.225,0.1520,0.3808,0.1232,24.0000
2024-11-08|13:28:46.442,0.1606,0.3808,0.1232,24.0000
2024-11-08|13:28:46.644,0.1933,0.3808,0.1232,24.0000
2024-11-08|13:28:46.846,0.1933,0.3808,0.1232,24.0000
2024-11-08|13:28:47.047,0.2154,0.3808,0.1232,24.0000
2024-11-08|13:28:47.250,0.2027,0.3808,0.1232,24.0000
2024-11-08|13:28:47.452,0.2019,0.3808,0.1232,24.0000
2024-11-08|13:28:47.655,0.1991,0.3808,0.1232,24.0000
2024-11-08|13:28:47.857,0.1991,0.3808,0.1232,24.0000
2024-11-08|13:28:48.060,0.2006,0.3808,0.1232,24.0000
2024-11-08|13:28:48.262,0.2006,0.3808,0.1232,24.0000
2024-11-08|13:28:48.463,0.2057,0.3808,0.1232,24.0000
2024-11-08|13:28:48.666,0.2085,0.3808,0.1232,24.0000
2024-11-08|13:28:48.871,0.2085,0.3808,0.1232,24.0000
2024-11-08|13:28:49.070,0.2027,0.3808,0.1232,24.0000
2024-11-08|13:28:49.273,0.1996,0.3808,0.1232,24.0000
2024-11-08|13:28:49.474,0.1996,0.3808,0.1232,24.0000
2024-11-08|13:28:49.675,0.1996,0.3808,0.1232,24.0000
2024-11-08|13:28:49.878,0.1996,0.2538,0.0397,24.0000
2024-11-08|13:28:50.081,0.1966,0.2495,0.0353,24.0000
2024-11-08|13:28:50.282,0.1965,0.2626,0.0866,24.0000
2024-11-08|13:28:50.485,0.1946,0.2941,0.1653,24.0000
2024-11-08|13:28:50.687,0.1749,0.3360,0.2311,24.0000
2024-11-08|13:28:50.889,0.1749,0.3360,0.2311,24.0000
2024-11-08|13:28:51.092,0.1538,0.3758,0.2664,24.0000
2024-11-08|13:28:51.294,0.1538,0.4054,0.2734,24.0000
2024-11-08|13:28:51.496,0.1538,0.4244,0.2639,24.0000
2024-11-08|13:28:51.701,0.1413,0.4363,0.2487,24.0000
2024-11-08|13:28:51.900,0.1239,0.4418,0.2326,24.0000
2024-11-08|13:28:52.101,0.1239,0.4418,0.2326,24.0000
2024-11-08|13:28:52.304,0.1142,0.4403,0.2157,24.0000
2024-11-08|13:28:52.509,0.0944,0.4338,0.1981,24.0000
2024-11-08|13:28:52.711,0.0816,0.4333,0.1767,24.0000
2024-11-08|13:28:52.912,0.0467,0.4378,0.1692,24.0000
2024-11-08|13:28:53.115,0.0131,0.4470,0.1710,24.0000
2024-11-08|13:28:53.317,0.0131,0.4470,0.1710,24.0000
2024-11-08|13:28:53.517,-0.0185,0.4581,0.1768,24.0000
2024-11-08|13:28:53.720,-0.0370,0.4689,0.1793,24.0000
2024-11-08|13:28:53.923,-0.0763,0.4795,0.1671,24.0000
2024-11-08|13:28:54.125,-0.1407,0.4891,0.1327,24.0000
2024-11-08|13:28:54.327,-0.1287,0.4950,0.0828,24.0000
2024-11-08|13:28:54.529,-0.1287,0.4950,0.0828,24.0000
2024-11-08|13:28:54.731,-0.1249,0.4945,0.0383,24.0000
2024-11-08|13:28:54.933,-0.1063,0.4852,0.0073,24.0000
2024-11-08|13:28:55.136,-0.0915,0.4770,-0.0066,24.0000
2024-11-08|13:28:55.339,-0.0591,0.4704,-0.0100,24.0000
2024-11-08|13:28:55.538,-0.0156,0.4674,-0.0082,24.0000
2024-11-08|13:28:55.741,-0.0156,0.4674,-0.0082,24.0000
2024-11-08|13:28:55.942,0.0465,0.4717,-0.0002,24.0000
2024-11-08|13:28:56.145,0.0769,0.4849,0.0158,24.0000
2024-11-08|13:28:56.345,0.0900,0.5025,0.0371,24.0000
2024-11-08|13:28:56.549,0.1273,0.5196,0.0567,24.0000
2024-11-08|13:28:56.752,0.2317,0.5362,0.0728,24.0000
2024-11-08|13:28:56.957,0.2317,0.5362,0.0728,24.0000
2024-11-08|13:28:57.158,0.2915,0.5556,0.0852,24.0000
2024-11-08|13:28:57.360,0.3227,0.5793,0.0893,24.0000
2024-11-08|13:28:57.563,0.3627,0.5793,0.0893,24.0000
2024-11-08|13:28:57.764,0.4117,0.5793,0.0893,24.0000
2024-11-08|13:28:57.966,0.4337,0.5793,0.0893,24.0000
2024-11-08|13:28:58.169,0.4337,0.5793,0.0893,24.0000
2024-11-08|13:28:58.369,0.4337,0.5793,0.0893,24.0000
2024-11-08|13:28:58.591,0.4338,0.5793,0.0893,24.0000
2024-11-08|13:28:58.792,0.4338,0.5793,0.0893,24.0000
2024-11-08|13:28:58.996,0.4338,0.5793,0.0893,24.0000
2024-11-08|13:28:59.199,0.4338,0.5793,0.0893,24.0000
2024-11-08|13:28:59.401,0.4338,0.5793,0.0893,24.0000
2024-11-08|13:28:59.602,0.4282,0.5793,0.0893,24.0000
2024-11-08|13:28:59.805,0.4282,0.5793,0.0893,24.0000
2024-11-08|13:29:00.007,0.4277,0.2838,0.6570,24.0000
2024-11-08|13:29:00.209,0.4249,0.3038,0.6007,24.0000
2024-11-08|13:29:00.410,0.4356,0.3556,0.5679,24.0000
2024-11-08|13:29:00.612,0.4229,0.4106,0.5523,24.0000
2024-11-08|13:29:00.813,0.3901,0.4509,0.5503,24.0000
2024-11-08|13:29:01.015,0.4080,0.4720,0.5553,24.0000
2024-11-08|13:29:01.222,0.4080,0.4720,0.5553,24.0000
2024-11-08|13:29:01.418,0.4034,0.4720,0.5553,24.0000
2024-11-08|13:29:01.621,0.3734,0.4720,0.5553,24.0000
2024-11-08|13:29:01.823,0.3451,0.4720,0.5553,24.0000
2024-11-08|13:29:02.026,0.3337,0.4720,0.5553,24.0000
2024-11-08|13:29:02.228,0.3236,0.4720,0.5553,24.0000
2024-11-08|13:29:02.431,0.3101,0.4720,0.5553,24.0000
2024-11-08|13:29:02.633,0.3101,0.4720,0.5553,24.0000
2024-11-08|13:29:02.836,0.2959,0.4595,0.4589,24.0000
2024-11-08|13:29:03.039,0.2799,0.4774,0.4975,24.0000
2024-11-08|13:29:03.241,0.2443,0.5094,0.5629,24.0000
2024-11-08|13:29:03.444,0.2106,0.5344,0.5961,24.0000
2024-11-08|13:29:03.644,0.2106,0.5344,0.5961,24.0000
2024-11-08|13:29:03.846,0.1874,0.5507,0.6249,24.0000
2024-11-08|13:29:04.046,0.2005,0.5509,0.6530,24.0000
2024-11-08|13:29:04.247,0.1875,0.5331,0.6796,24.0000
2024-11-08|13:29:04.451,0.1753,0.5025,0.7034,24.0000
2024-11-08|13:29:04.655,0.1638,0.4702,0.7271,24.0000
2024-11-08|13:29:04.857,0.1638,0.4702,0.7271,24.0000
2024-11-08|13:29:05.063,0.1215,0.4702,0.7271,24.0000
2024-11-08|13:29:05.262,0.0793,0.4702,0.7271,24.0000
2024-11-08|13:29:05.463,0.1095,0.4702,0.7271,24.0000
2024-11-08|13:29:05.664,0.1205,0.4702,0.7271,24.0000
2024-11-08|13:29:05.866,0.1109,0.4702,0.7271,24.0000
2024-11-08|13:29:06.069,0.1109,0.4702,0.7271,24.0000
2024-11-08|13:29:06.273,0.1084,0.4702,0.7271,24.0000
2024-11-08|13:29:06.476,0.0997,0.4702,0.7271,24.0000
2024-11-08|13:29:06.679,0.0973,0.4702,0.7271,24.0000
2024-11-08|13:29:06.881,0.0973,0.4702,0.7271,24.0000
2024-11-08|13:29:07.082,0.0973,0.4702,0.7271,24.0000
2024-11-08|13:29:07.285,0.0956,0.4702,0.7271,24.0000
2024-11-08|13:29:07.486,0.0798,0.5978,0.2080,24.0000
2024-11-08|13:29:07.689,0.0872,0.5715,0.1919,24.0000
2024-11-08|13:29:07.890,0.0967,0.5502,0.1567,24.0000
2024-11-08|13:29:08.091,0.1036,0.5326,0.1171,24.0000
2024-11-08|13:29:08.292,0.1036,0.5178,0.0829,24.0000
2024-11-08|13:29:08.495,0.1036,0.5178,0.0829,24.0000
2024-11-08|13:29:08.697,0.1036,0.5040,0.0588,24.0000
2024-11-08|13:29:08.899,0.1036,0.4900,0.0464,24.0000
2024-11-08|13:29:09.102,0.1022,0.4773,0.0438,24.0000
2024-11-08|13:29:09.304,0.0379,0.4672,0.0451,24.0000
2024-11-08|13:29:09.507,-0.0281,0.4599,0.0439,24.0000
2024-11-08|13:29:09.708,-0.0742,0.4541,0.0382,24.0000
2024-11-08|13:29:09.912,-0.0742,0.4541,0.0382,24.0000
2024-11-08|13:29:10.115,-0.0856,0.4492,0.0297,24.0000
2024-11-08|13:29:10.318,-0.0882,0.4215,0.0150,24.0000
2024-11-08|13:29:10.521,0.0151,0.4032,0.0092,24.0000
2024-11-08|13:29:10.725,0.2574,0.3969,0.0669,24.0000
2024-11-08|13:29:10.926,0.4333,0.3900,0.0519,24.0000
2024-11-08|13:29:11.128,0.4831,0.3853,0.0461,24.0000
2024-11-08|13:29:11.332,0.4831,0.3853,0.0461,24.0000
2024-11-08|13:29:11.535,0.4831,0.3819,0.0552,24.0000
2024-11-08|13:29:11.737,0.4815,0.3793,0.0748,24.0000
2024-11-08|13:29:11.942,0.4775,0.4048,0.2876,24.0000
2024-11-08|13:29:12.143,0.4733,0.4465,0.2876,24.0000
2024-11-08|13:29:12.345,0.4733,0.4465,0.5179,24.0000
2024-11-08|13:29:12.547,0.4752,0.4989,0.7438,24.0000
2024-11-08|13:29:12.749,0.4762,0.5479,0.9165,24.0000
2024-11-08|13:29:12.951,0.4765,0.5642,0.9524,24.0000
2024-11-08|13:29:13.151,0.4765,0.5819,0.9930,24.0000
2024-11-08|13:29:13.354,0.4765,0.6023,1.0397,24.0000
2024-11-08|13:29:13.557,0.4765,0.6023,1.0397,24.0000
2024-11-08|13:29:13.759,0.4754,0.6269,1.0938,24.0000
2024-11-08|13:29:13.961,0.4754,0.6568,1.1568,24.0000
2024-11-08|13:29:14.162,0.4754,0.6923,1.2289,24.0000
2024-11-08|13:29:14.366,0.4747,0.7332,1.3048,24.0000
2024-11-08|13:29:14.567,0.4617,0.7332,1.3048,24.0000
2024-11-08|13:29:14.769,0.4617,0.7332,1.3048,24.0000
2024-11-08|13:29:14.972,0.4019,0.7141,1.2292,24.0000
2024-11-08|13:29:15.174,0.3074,0.6935,1.1619,24.0000
2024-11-08|13:29:15.380,0.2178,0.6642,1.1016,24.0000
2024-11-08|13:29:15.581,0.1668,0.6724,1.1231,24.0000
2024-11-08|13:29:15.782,0.1668,0.6724,1.1231,24.0000
2024-11-08|13:29:15.986,0.1531,0.6635,1.1081,24.0000
2024-11-08|13:29:16.187,0.1727,0.5931,0.9329,24.0000
2024-11-08|13:29:16.391,0.1848,0.5182,0.5754,24.0000
2024-11-08|13:29:16.592,0.1845,0.5144,0.6501,24.0000
2024-11-08|13:29:16.793,0.1510,0.5049,0.6894,24.0000
2024-11-08|13:29:17.000,0.0893,0.4912,0.7040,24.0000
2024-11-08|13:29:17.197,0.0893,0.4912,0.7040,24.0000
2024-11-08|13:29:17.399,0.0292,0.4912,0.7040,24.0000
2024-11-08|13:29:17.605,0.0159,0.4912,0.7040,24.0000
2024-11-08|13:29:17.807,0.0159,0.4912,0.7040,24.0000
2024-11-08|13:29:18.009,0.0159,0.4912,0.7040,24.0000
2024-11-08|13:29:18.229,0.0238,0.4912,0.7040,24.0000
2024-11-08|13:29:18.431,0.0932,0.4676,0.7161,24.0000
2024-11-08|13:29:18.631,0.0932,0.4676,0.7161,24.0000
2024-11-08|13:29:18.834,0.2518,0.4473,0.7542,24.0000
2024-11-08|13:29:19.035,0.3404,0.4511,0.8160,24.0000
2024-11-08|13:29:19.241,0.3680,0.4511,0.8160,24.0000
2024-11-08|13:29:19.444,0.3884,0.4511,0.8160,24.0000
2024-11-08|13:29:19.646,0.4028,0.4566,0.8520,24.0000
2024-11-08|13:29:19.849,0.4028,0.4566,0.8520,24.0000
2024-11-08|13:29:20.051,0.4122,0.4566,0.8520,24.0000
2024-11-08|13:29:20.253,0.4327,0.4566,0.8520,24.0000
2024-11-08|13:29:20.457,0.4379,0.4566,0.8520,24.0000
2024-11-08|13:29:20.659,0.4379,0.4566,0.8520,24.0000
2024-11-08|13:29:20.861,0.4379,0.4566,0.8520,24.0000
2024-11-08|13:29:21.066,0.4379,0.4566,0.8520,24.0000
2024-11-08|13:29:21.270,0.4379,0.4566,0.8520,24.0000
2024-11-08|13:29:21.473,0.4379,0.3322,0.1779,24.0000
2024-11-08|13:29:21.676,0.4453,0.3622,0.2549,24.0000
2024-11-08|13:29:21.877,0.4572,0.4016,0.3607,24.0000
2024-11-08|13:29:22.080,0.4574,0.4339,0.4515,24.0000
2024-11-08|13:29:22.282,0.4574,0.4531,0.4515,24.0000
2024-11-08|13:29:22.485,0.4574,0.4531,0.5097,24.0000
2024-11-08|13:29:22.686,0.4203,0.4635,0.5384,24.0000
2024-11-08|13:29:22.888,0.3129,0.4718,0.5535,24.0000
2024-11-08|13:29:23.092,0.1921,0.4778,0.5666,24.0000
2024-11-08|13:29:23.295,0.1267,0.4772,0.5764,24.0000
2024-11-08|13:29:23.500,0.1134,0.4678,0.5765,24.0000
2024-11-08|13:29:23.700,0.1134,0.4678,0.5765,24.0000
2024-11-08|13:29:23.906,0.1153,0.4528,0.5654,24.0000
2024-11-08|13:29:24.107,0.1409,0.4373,0.5467,24.0000
2024-11-08|13:29:24.309,0.1661,0.4276,0.5384,24.0000
2024-11-08|13:29:24.510,0.1961,0.4251,0.5323,24.0000
2024-11-08|13:29:24.712,0.2549,0.4270,0.5258,24.0000
2024-11-08|13:29:24.915,0.2984,0.4269,0.5138,24.0000
2024-11-08|13:29:25.118,0.2984,0.4269,0.5138,24.0000
2024-11-08|13:29:25.323,0.3363,0.4180,0.4892,24.0000
2024-11-08|13:29:25.524,0.3500,0.3982,0.4465,24.0000
2024-11-08|13:29:25.724,0.3412,0.3714,0.3884,24.0000
2024-11-08|13:29:25.927,0.3187,0.3461,0.3272,24.0000
2024-11-08|13:29:26.130,0.3084,0.3285,0.2779,24.0000
2024-11-08|13:29:26.332,0.3084,0.3285,0.2779,24.0000
2024-11-08|13:29:26.536,0.3084,0.3168,0.2404,24.0000
2024-11-08|13:29:26.740,0.3084,0.3076,0.2093,24.0000
2024-11-08|13:29:26.942,0.3084,0.3017,0.2016,24.0000
2024-11-08|13:29:27.144,0.3080,0.3033,0.2400,24.0000
2024-11-08|13:29:27.346,0.3046,0.3145,0.3102,24.0000
2024-11-08|13:29:27.565,0.3046,0.3145,0.3102,24.0000
2024-11-08|13:29:27.765,0.3042,0.3333,0.3740,24.0000
2024-11-08|13:29:27.966,0.3013,0.3549,0.4132,24.0000
2024-11-08|13:29:28.170,0.3041,0.3755,0.4364,24.0000
2024-11-08|13:29:28.372,0.3007,0.3914,0.4609,24.0000
2024-11-08|13:29:28.573,0.2965,0.4027,0.4923,24.0000
2024-11-08|13:29:28.775,0.2965,0.4027,0.4923,24.0000
2024-11-08|13:29:28.979,0.2839,0.4129,0.5225,24.0000
2024-11-08|13:29:29.184,0.2455,0.4271,0.5415,24.0000
2024-11-08|13:29:29.382,0.1663,0.4458,0.5465,24.0000
2024-11-08|13:29:29.583,0.0504,0.4628,0.5402,24.0000
2024-11-08|13:29:29.786,0.0070,0.4707,0.5272,24.0000
2024-11-08|13:29:29.991,0.0070,0.4692,0.5106,24.0000
2024-11-08|13:29:30.193,0.0070,0.4692,0.5106,24.0000
2024-11-08|13:29:30.393,0.0070,0.4647,0.4903,24.0000
2024-11-08|13:29:30.596,0.0082,0.4637,0.4593,24.0000
2024-11-08|13:29:30.799,0.0421,0.4656,0.4092,24.0000
2024-11-08|13:29:31.000,0.0996,0.4659,0.3423,24.0000
2024-11-08|13:29:31.201,0.1983,0.4618,0.2785,24.0000
2024-11-08|13:29:31.407,0.1983,0.4618,0.2785,24.0000
2024-11-08|13:29:31.608,0.2547,0.4548,0.2388,24.0000
2024-11-08|13:29:31.810,0.2306,0.4488,0.2156,24.0000
2024-11-08|13:29:32.012,0.2229,0.4480,0.1820,24.0000
2024-11-08|13:29:32.215,0.2262,0.4542,0.1262,24.0000
2024-11-08|13:29:32.419,0.2330,0.4657,0.0641,24.0000
2024-11-08|13:29:32.638,0.2330,0.4657,0.0641,24.0000
2024-11-08|13:29:32.839,0.2505,0.4772,0.0287,24.0000
2024-11-08|13:29:33.041,0.3353,0.4857,0.0378,24.0000
2024-11-08|13:29:33.241,0.4167,0.4906,0.0775,24.0000
2024-11-08|13:29:33.444,0.4439,0.4924,0.1236,24.0000
2024-11-08|13:29:33.646,0.4439,0.4909,0.1631,24.0000
2024-11-08|13:29:33.849,0.4439,0.4909,0.1631,24.0000
2024-11-08|13:29:34.051,0.4439,0.4860,0.1941,24.0000
2024-11-08|13:29:34.252,0.4439,0.4922,0.2038,24.0000
2024-11-08|13:29:34.456,0.4439,0.4990,0.2102,24.0000
2024-11-08|13:29:34.658,0.4415,0.5080,0.2127,24.0000
2024-11-08|13:29:34.861,0.4415,0.5080,0.2127,24.0000
2024-11-08|13:29:35.063,0.4397,0.5192,0.2111,24.0000
2024-11-08|13:29:35.265,0.4328,0.5252,0.7752,24.0000
2024-11-08|13:29:35.467,0.3850,0.5183,1.0777,24.0000
2024-11-08|13:29:35.669,0.3170,0.4961,1.2780,24.0000
2024-11-08|13:29:35.874,0.2805,0.4872,1.3178,24.0000
2024-11-08|13:29:36.075,0.2723,0.4699,1.3615,24.0000
2024-11-08|13:29:36.277,0.2723,0.4699,1.3615,24.0000
2024-11-08|13:29:36.480,0.2632,0.4436,1.4099,24.0000
2024-11-08|13:29:36.681,0.2570,0.4085,1.4642,24.0000
2024-11-08|13:29:36.899,0.2587,0.3691,1.5267,24.0000
2024-11-08|13:29:37.100,0.1995,0.3389,1.6010,24.0000
2024-11-08|13:29:37.302,0.0598,0.3327,1.6928,24.0000
2024-11-08|13:29:37.504,0.0598,0.3327,1.6928,24.0000
2024-11-08|13:29:37.706,-0.0539,0.3327,1.6928,24.0000
2024-11-08|13:29:37.923,-0.0291,0.3033,1.6894,24.0000
2024-11-08|13:29:38.141,-0.0095,0.2915,1.5956,24.0000
2024-11-08|13:29:38.344,0.0072,0.3196,1.5215,24.0000
2024-11-08|13:29:38.545,0.0318,0.3687,1.4610,24.0000
2024-11-08|13:29:38.747,0.0504,0.4031,1.3475,24.0000
2024-11-08|13:29:38.950,0.0504,0.4031,1.3475,24.0000
2024-11-08|13:29:39.155,0.0592,0.4426,1.1110,24.0000
2024-11-08|13:29:39.357,0.0623,0.4840,0.2790,24.0000
2024-11-08|13:29:39.559,0.0713,0.4912,0.2435,24.0000
2024-11-08|13:29:39.775,0.0806,0.5048,0.2272,24.0000
2024-11-08|13:29:39.978,0.0873,0.5249,0.2550,24.0000
2024-11-08|13:29:40.180,0.1038,0.5470,0.3528,24.0000
2024-11-08|13:29:40.398,0.1038,0.5470,0.3528,24.0000
2024-11-08|13:29:40.598,0.1354,0.5650,0.4939,24.0000
2024-11-08|13:29:40.800,0.1421,0.5756,0.6281,24.0000
2024-11-08|13:29:41.004,0.2240,0.5818,0.7331,24.0000
2024-11-08|13:29:41.206,0.2864,0.5916,0.8052,24.0000
2024-11-08|13:29:41.407,0.3190,0.6276,0.8749,24.0000
2024-11-08|13:29:41.611,0.3190,0.6276,0.8749,24.0000
2024-11-08|13:29:41.813,0.3376,0.6606,0.9248,24.0000
2024-11-08|13:29:42.015,0.3434,0.6828,0.9805,24.0000
2024-11-08|13:29:42.233,0.3581,0.6947,1.0673,24.0000
2024-11-08|13:29:42.436,0.3581,0.6987,1.0901,24.0000
2024-11-08|13:29:42.641,0.3581,0.7053,1.1174,24.0000
2024-11-08|13:29:42.840,0.3581,0.7165,1.1496,24.0000
2024-11-08|13:29:43.058,0.3581,0.7165,1.1496,24.0000
2024-11-08|13:29:43.261,0.3581,0.7296,1.1856,24.0000
2024-11-08|13:29:43.464,0.3581,0.7406,1.2240,24.0000
2024-11-08|13:29:43.665,0.3529,0.7475,1.2624,24.0000
2024-11-08|13:29:43.873,0.3591,0.7506,1.2952,24.0000
2024-11-08|13:29:44.074,0.3619,0.7541,1.3170,24.0000
2024-11-08|13:29:44.292,0.3619,0.7541,1.3170,24.0000
2024-11-08|13:29:44.494,0.3600,0.7645,1.3272,24.0000
2024-11-08|13:29:44.697,0.3561,0.7211,1.2661,24.0000
2024-11-08|13:29:44.900,0.3291,0.7234,1.2584,24.0000
2024-11-08|13:29:45.103,0.2975,0.7024,1.2622,24.0000
2024-11-08|13:29:45.304,0.2945,0.7024,1.2622,24.0000
2024-11-08|13:29:45.507,0.2755,0.7024,1.2622,24.0000
2024-11-08|13:29:45.709,0.2755,0.7024,1.2622,24.0000
2024-11-08|13:29:45.913,0.2514,0.7024,1.2622,24.0000
2024-11-08|13:29:46.113,0.2487,0.7024,1.2622,24.0000
2024-11-08|13:29:46.316,0.2629,0.7024,1.2622,24.0000
2024-11-08|13:29:46.519,0.2809,0.7024,1.2622,24.0000
2024-11-08|13:29:46.723,0.3092,0.7024,1.2622,24.0000
2024-11-08|13:29:46.939,0.3092,0.7024,1.2622,24.0000
2024-11-08|13:29:47.142,0.3553,0.7024,1.2622,24.0000
2024-11-08|13:29:47.344,0.3836,0.7024,1.2622,24.0000
2024-11-08|13:29:47.549,0.3862,0.7024,1.2622,24.0000
2024-11-08|13:29:47.755,0.3851,0.6088,1.5548,24.0000
2024-11-08|13:29:47.955,0.3881,0.6399,1.5661,24.0000
2024-11-08|13:29:48.161,0.3881,0.6399,1.5661,24.0000
2024-11-08|13:29:48.365,0.3881,0.6983,1.6064,24.0000
2024-11-08|13:29:48.568,0.3865,0.6983,1.6064,24.0000
2024-11-08|13:29:48.769,0.3849,0.6983,1.6064,24.0000
2024-11-08|13:29:48.981,0.3849,0.6983,1.6064,24.0000
2024-11-08|13:29:49.185,0.3718,0.6983,1.6064,24.0000
2024-11-08|13:29:49.387,0.3718,0.6983,1.6064,24.0000
2024-11-08|13:29:49.590,0.3451,0.6983,1.6064,24.0000
2024-11-08|13:29:49.794,0.3421,0.6983,1.6064,24.0000
2024-11-08|13:29:49.995,0.3421,0.6983,1.6064,24.0000
2024-11-08|13:29:50.195,0.3367,0.6983,1.6064,24.0000
2024-11-08|13:29:50.399,0.3196,0.6983,1.6064,24.0000
2024-11-08|13:29:50.603,0.3196,0.6983,1.6064,24.0000
2024-11-08|13:29:50.807,0.3102,0.6983,1.6064,24.0000
2024-11-08|13:29:51.008,0.2726,0.7208,1.6194,24.0000
2024-11-08|13:29:51.210,0.1905,0.7208,1.6194,24.0000
2024-11-08|13:29:51.413,0.1003,0.7208,1.6194,24.0000
2024-11-08|13:29:51.615,0.0971,0.7208,1.6194,24.0000
2024-11-08|13:29:51.818,0.1237,0.7208,1.6194,24.0000
2024-11-08|13:29:52.022,0.1237,0.7208,1.6194,24.0000
2024-11-08|13:29:52.223,0.1461,0.7208,1.6194,24.0000
2024-11-08|13:29:52.425,0.1510,0.7208,1.6194,24.0000
2024-11-08|13:29:52.627,0.1547,0.4455,-0.0512,24.0000
2024-11-08|13:29:52.829,0.1562,0.4065,-0.0861,24.0000
2024-11-08|13:29:53.031,0.1562,0.4065,-0.0861,24.0000
2024-11-08|13:29:53.233,0.1634,0.4065,-0.0861,24.0000
2024-11-08|13:29:53.436,0.1760,0.4065,-0.0861,24.0000
2024-11-08|13:29:53.643,0.1839,0.4065,-0.0861,24.0000
2024-11-08|13:29:53.856,0.1887,0.4065,-0.0861,24.0000
2024-11-08|13:29:54.060,0.1970,0.4065,-0.0861,24.0000
2024-11-08|13:29:54.263,0.2069,0.4065,-0.0861,24.0000
2024-11-08|13:29:54.464,0.2069,0.4065,-0.0861,24.0000
2024-11-08|13:29:54.668,0.2043,0.4065,-0.0861,24.0000
2024-11-08|13:29:54.869,0.2009,0.4065,-0.0861,24.0000
2024-11-08|13:29:55.074,0.1988,0.4065,-0.0861,24.0000
2024-11-08|13:29:55.274,0.2066,0.4065,-0.0861,24.0000
2024-11-08|13:29:55.493,0.2138,0.3840,-0.1896,24.0000
2024-11-08|13:29:55.695,0.2138,0.3840,-0.1896,24.0000
2024-11-08|13:29:55.899,0.1881,0.3840,-0.1896,24.0000
2024-11-08|13:29:56.100,0.1819,0.3840,-0.1896,24.0000
2024-11-08|13:29:56.301,0.1808,0.3840,-0.1896,24.0000
2024-11-08|13:29:56.503,0.1779,0.3840,-0.1896,24.0000
2024-11-08|13:29:56.707,0.1779,0.3840,-0.1896,24.0000
2024-11-08|13:29:56.906,0.1779,0.3840,-0.1896,24.0000
2024-11-08|13:29:57.123,0.1752,0.3840,-0.1896,24.0000
2024-11-08|13:29:57.327,0.1744,0.3840,-0.1896,24.0000
2024-11-08|13:29:57.531,0.1739,0.3840,-0.1896,24.0000
2024-11-08|13:29:57.734,0.1631,0.3840,-0.1896,24.0000
2024-11-08|13:29:57.935,0.1882,0.3840,-0.1896,24.0000
2024-11-08|13:29:58.139,0.1882,0.3840,-0.1896,24.0000
2024-11-08|13:29:58.340,0.2237,0.2241,0.0423,24.0000
2024-11-08|13:29:58.543,0.2713,0.2312,-0.0004,24.0000
2024-11-08|13:29:58.744,0.3119,0.2255,-0.0404,24.0000
2024-11-08|13:29:58.946,0.3441,0.2165,-0.0800,24.0000
2024-11-08|13:29:59.151,0.3359,0.2089,-0.1214,24.0000
2024-11-08|13:29:59.348,0.3256,0.2000,-0.1616,24.0000
2024-11-08|13:29:59.552,0.3256,0.2000,-0.1616,24.0000
2024-11-08|13:29:59.752,0.3347,0.1880,-0.1899,24.0000
2024-11-08|13:29:59.956,0.3408,0.1776,-0.1952,24.0000
2024-11-08|13:30:00.158,0.3416,0.1744,-0.1800,24.0000
2024-11-08|13:30:00.358,0.3416,0.1782,-0.1601,24.0000
2024-11-08|13:30:00.561,0.3416,0.1841,-0.1505,24.0000
2024-11-08|13:30:00.764,0.3416,0.1841,-0.1505,24.0000
2024-11-08|13:30:00.965,0.3416,0.1878,-0.1544,24.0000
2024-11-08|13:30:01.166,0.3416,0.1868,-0.2025,24.0000
2024-11-08|13:30:01.367,0.3416,0.1872,-0.2463,24.0000
2024-11-08|13:30:01.569,0.3416,0.1824,-0.2707,24.0000
2024-11-08|13:30:01.771,0.3443,0.1733,-0.2461,24.0000
2024-11-08|13:30:01.974,0.3443,0.1733,-0.2461,24.0000
2024-11-08|13:30:02.176,0.4082,0.1641,-0.1567,24.0000
2024-11-08|13:30:02.377,0.4462,0.1609,-0.0344,24.0000
