TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
43:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected Muse-19E7
44:35.4,-0.113124894,-0.270741765,-0.362014857,-0.215349388,0.11989019,-0.3218594,-0.308141178,0.048419755,0.388872878,-0.101417072,0.20711317,0.086459557,0.277569039,0.178887113,0.637953363,0.310819854,-0.02107202,0.043679907,0.383852783,-0.031109781,787.7289377,785.3113553,789.3406593,797.8021978,796.1904762,-0.444397,0.135071,0.897339,4.837494,-6.841278,-4.994507,1,1,1,1,1,65,
44:36.4,-0.174200156,0.010658651,-0.407351913,-0.005493935,-0.036166509,-0.439285195,-0.191391063,0.0962036,0.389549491,-0.231366854,0.205388593,0.172217393,0.322683349,0.096208199,0.677243113,0.334623784,0.003318892,0.067228153,0.215481832,-0.072899013,798.2051282,790.1465201,794.981685,802.2344322,1127.399267,-0.447449,0.133911,0.900146,4.762726,-6.856232,-4.239349,1,1,1,1,1,65,
44:37.5,-0.013462929,0.135170629,-0.556056716,-0.216537516,-0.196024942,-0.066235776,-0.189066593,-0.113148793,0.268118642,0.159351593,0.232403707,0.267150307,0.213448585,-0.04003534,0.68406938,0.210971684,-0.093622823,-0.128171333,0.305359351,-0.016259049,791.3553114,784.1025641,794.981685,794.981685,844.5421245,-0.44104,0.134766,0.903381,4.568329,-6.661835,-4.844971,1,1,1,1,1,65,
44:38.5,-0.307720414,-0.15327387,-0.284945563,-0.283071076,-0.280773515,-0.193529701,-0.089316693,-0.094680001,0.364504017,0.090978923,0.260258783,0.271576159,0.210800074,-0.040812515,0.663385241,0.311115502,-0.076951765,-0.099280392,0.271684089,0.074393033,809.0842491,807.8754579,790.1465201,811.0989011,754.6886447,-0.434631,0.133545,0.902893,4.762726,-8.119812,-4.658051,1,1,1,1,1,65,
44:39.4,-0.595527793,-0.117922478,-0.090847588,-0.146672738,-0.146082015,-0.272707074,-0.005063513,-0.193892526,0.454871226,0.088056059,0.45772533,0.371446641,0.309517899,0.113077643,0.526737051,0.194967354,-0.056835873,-0.226402504,0.286725595,-0.003278019,798.6080586,796.1904762,792.1611722,816.3369963,859.047619,-0.429749,0.131287,0.906067,4.501038,-6.78894,-4.486084,1,1,1,1,1,65,
44:40.4,-0.359341183,-0.328815062,-0.241586619,-0.169963865,-0.05087985,-0.343811765,-0.215195582,-0.189776784,0.413408078,0.058958743,0.251522443,0.283682402,0.332648768,0.172800337,0.545843813,0.232233816,-0.116962734,-0.117353423,0.240963008,0.02623203,794.981685,797.3992674,786.9230769,802.6373626,696.6666667,-0.426819,0.124023,0.913086,4.373932,-7.28241,-4.740295,1,1,1,1,1,65,
44:41.4,-0.281006527,-0.30271046,-0.314607348,-0.093245744,0.0881373,0.063070328,-0.342570652,0.006435497,0.258185169,0.162530527,0.225828089,0.304629282,0.232329744,0.136414836,0.574969616,0.250414154,0.170686229,0.020993884,0.363692096,-0.084429307,798.2051282,801.8315018,791.3553114,800.2197802,689.8168498,-0.437744,0.118408,0.905151,4.575806,-8.097382,-4.388885,1,1,1,1,1,65,
44:42.4,0.295461628,-0.020762825,0.118185828,0.348858132,0.225556851,0.129059133,-0.105458808,-0.071354819,0.683602425,0.226575839,0.227850009,0.689041807,0.443213143,0.126070127,0.709715761,0.386391898,0.139202687,-0.120205818,0.458482826,0.108710806,823.5897436,801.4285714,802.6373626,829.2307692,776.4468864,-0.422729,0.12323,0.913513,4.725342,-6.684265,-4.246826,1,1,1,1,1,55,
44:43.5,0.533743777,0.722915033,0.090626621,0.380294358,0.442783454,0.300513971,-0.070128311,-0.121328584,0.551294546,0.099089388,0.334332942,0.625751174,0.520075683,0.091588555,0.893117089,0.432832935,0.028238972,-0.092092366,0.753604074,0.190886988,802.6373626,792.967033,800.2197802,811.9047619,620.5128205,-0.412476,0.126282,0.911621,4.605713,-7.84317,-4.785156,1,1,1,1,1,55,
44:44.4,0.502285212,0.72339935,0.45601523,0.380294358,0.313768958,0.278766854,0.287329572,-0.121328584,0.707515267,0.393811918,0.415663391,0.625751174,0.406150092,0.142846152,0.862060782,0.432832935,0.061897958,0.036803438,0.688175855,0.190886988,804.2490842,792.5641026,780.4761905,805.4578755,1100.805861,-0.402283,0.125183,0.922485,4.859924,-8.022614,-4.187012,1,1,1,1,1,55,
44:45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
44:45.4,0.502285212,0.756774092,0.395727523,0.380294358,0.313768958,0.05003137,0.087069784,-0.121328584,0.707515267,0.417759722,0.423217173,0.625751174,0.406150092,0.278326598,0.972673671,0.432832935,0.061897958,0.007791446,0.705824414,0.190886988,811.9047619,782.0879121,803.8461538,826.8131868,1041.172161,-0.408142,0.128784,0.912292,5.001984,-6.968384,-4.07486,1,1,1,1,1,55,
44:46.4,0.502285212,0.387650763,-0.074555059,0.380294358,0.313768958,-0.055097168,-0.173716018,-0.121328584,0.707515267,0.077944421,0.498831081,0.625751174,0.406150092,0.36850384,0.920470181,0.432832935,0.061897958,0.054090811,0.888429503,0.190886988,786.9230769,782.4908425,792.1611722,791.3553114,541.5384615,-0.414307,0.131592,0.920105,5.188904,-6.886139,-6.437531,1,2,1,1,2,55,
44:47.4,-0.04591251,0.130541732,-0.107857875,0.025220627,0.263682194,0.273789428,-0.168188807,-0.219029609,0.133583005,0.118307877,0.528055792,-0.080356269,0.185732563,0.331463384,0.795130506,0.125730331,0.231450235,0.177032221,0.610996794,0.158046997,794.5787546,805.0549451,804.6520147,792.5641026,456.5201465,-0.404602,0.131775,0.918396,5.106659,-6.093597,-4.553375,1,1,1,1,1,55,
44:48.4,0.130800682,-0.18092726,-0.226475209,0.307356999,0.379680285,-0.096635241,-0.248889364,0.303186322,0.60526774,0.297808606,0.414482701,0.566914737,0.424245626,0.419817192,1.071134179,0.323468649,0.079957598,0.328375798,0.869863546,0.263037764,802.6373626,807.8754579,795.3846154,793.3699634,759.5238095,-0.413452,0.134338,0.914062,5.069275,-7.155304,-4.276733,1,1,1,1,1,55,
44:49.4,0.11539069,-0.034739619,0.091790842,0.099492528,0.138017256,0.005798397,-0.397779422,0.035450768,0.512975923,0.387163679,0.393196314,0.538172214,0.308696358,0.408738086,0.997180808,0.357535582,0.035098165,0.256239396,0.778055201,0.210278985,797.3992674,792.5641026,780.8791209,789.3406593,840.5128205,-0.426941,0.128418,0.907471,4.897308,-5.674896,-3.760834,1,1,1,1,1,55,
44:50.4,-0.026087138,-0.144950055,0.379562118,-0.192524877,-0.291973554,0.121338663,-0.249662989,-0.117887837,0.284196419,0.317240297,0.16809483,0.280082048,0.274291637,0.261759083,0.872043305,0.287064249,0.007578386,-0.071774711,0.373740746,0.17096324,806.6666667,799.4139194,805.8608059,817.1428571,1014.175824,-0.437866,0.129211,0.903564,5.375824,-5.286102,-5.158997,1,1,1,1,1,55,
44:51.4,0.01026372,-0.330537081,-0.18118038,0.240195167,-0.156615635,-0.028498753,-0.254920567,-0.026767892,0.261339663,0.062494431,0.081870864,0.35466984,0.31306694,0.276037085,0.80173884,0.292029941,-0.028256368,0.022825789,0.493529441,0.160816327,801.4285714,803.040293,800.2197802,814.7252747,1072.197802,-0.444885,0.123535,0.901001,5.024414,-6.422577,-1.996307,1,1,1,1,1,55,
44:52.4,0.169951507,-0.185124676,-0.351322062,0.164439587,-0.044038106,-0.103885263,-0.375260305,0.113455057,0.170492535,0.285088643,0.172005415,0.923201751,0.289314796,0.244812382,0.837481246,0.567719205,0.040087257,-0.043272655,0.523327717,0.272463255,807.4725275,797.8021978,792.5641026,809.4871795,688.6080586,-0.460876,0.181519,0.879456,5.099182,-4.4487,-0.844879,1,1,1,1,1,60,
44:53.4,-0.034529171,0.151655643,0.347543245,-0.599674299,0.211448424,-0.221103545,-0.290118574,0.085597953,0.364062569,0.3108489,0.348104402,0.88845515,0.326487578,0.210389097,0.771256619,0.489570227,-0.062153497,-0.102231551,0.362198991,0.407481451,775.6410256,788.9377289,814.7252747,784.9084249,1085.494505,-0.504578,0.177185,0.86322,4.276733,-6.093597,-7.409515,1,1,1,1,1,60,
44:54.4,-0.183488653,0.371450679,0.931652427,0.396868346,0.469306163,0.017246546,0.257613985,0.138644553,0.377150612,0.146150008,0.573911101,0.465535788,0.36740882,-0.010175021,0.700609839,0.250740074,0.140697845,0.004741994,0.361043468,0.135125261,799.4139194,787.3260073,797.3992674,805.8608059,1050.03663,-0.468262,0.147827,0.887268,4.067383,-8.493652,-7.760925,1,1,1,1,1,60,
44:55.4,-0.223678687,0.074066097,0.426902778,0.461592757,0.22590119,-0.010861325,0.295166942,0.233326265,0.306053061,0.248698337,0.381106147,0.500558605,0.319980085,0.159355934,0.496376485,0.227783485,0.168194078,-0.003156333,0.301122567,0.186421273,811.5018315,793.7728938,794.1758242,809.8901099,683.7728938,-0.472351,0.150879,0.891724,4.187012,-8.695526,-6.624451,1,1,1,1,1,60,
44:56.4,-0.134885001,-0.144812556,0.696907722,-0.007223316,-0.1786555,-0.092902418,0.134294033,0.017334492,0.294208789,0.216593229,0.232278016,0.481950701,0.423041482,0.211239028,0.48686746,0.423345825,0.119631317,-0.168473387,0.282714763,0.362779726,788.5347985,786.9230769,807.0695971,809.4871795,1144.725275,-0.488281,0.130371,0.888062,5.121613,-5.615082,-4.628143,1,1,1,1,1,60,
44:57.4,-0.11721445,-0.280774029,0.7731874,0.015791215,-0.216719379,-0.236820904,0.126886102,-0.080232059,0.547887841,0.179022765,0.375344601,0.48739598,0.306302851,0.039940211,0.571784984,0.349986428,0.073062401,-0.156236514,0.233768807,0.277344516,798.2051282,799.010989,795.7875458,793.3699634,988.3882784,-0.470276,0.141846,0.875122,4.269257,-6.160889,-1.869202,1,1,1,1,1,60,
44:58.4,-0.344596804,-0.355987315,0.372338144,-0.126144322,-0.046859102,-0.372486869,0.121938226,0.371883541,0.521298456,0.137781694,0.402018224,0.63232462,0.285813948,0.019444043,0.586963043,0.368688869,0.201574849,-0.096369989,0.247947663,0.127113007,805.0549451,795.7875458,800.6227106,806.2637363,714.3956044,-0.482605,0.157898,0.874756,4.972076,-7.910461,-4.949646,1,1,1,1,1,60,
44:59.4,-0.011419186,0.073632925,0.018858656,-0.011030515,0.178463462,-0.143694209,-0.044527135,0.446699587,0.583425105,0.40264478,0.534556248,0.599710409,0.547111932,0.156885462,0.659221139,0.341556641,0.246309244,-0.150206839,0.388574068,0.198741319,811.9047619,794.5787546,797.3992674,820.3663004,1054.468864,-0.451843,0.144836,0.892761,5.031891,-7.977753,-6.355286,1,1,1,1,1,60,
45:00.4,0.270924998,0.277576115,-0.141335536,0.124098082,0.175944882,-0.297731928,-0.03909155,0.163391549,0.514701243,0.415580504,0.396700799,0.362702809,0.607921092,0.323638554,0.886877893,0.243257747,0.196719109,0.022456764,0.539796575,0.215184584,796.996337,785.7142857,809.0842491,812.3076923,1020.622711,-0.455933,0.136719,0.886108,5.054321,-6.213226,-5.203857,1,1,1,1,1,60,
45:01.4,-0.175650952,0.053259993,0.100619716,0.328820036,0.068796615,0.096015794,0.078013679,0.136138581,-0.02178381,0.408949026,0.685748248,0.42877703,0.387621698,0.555804163,0.912191893,0.35896488,0.043386409,0.297367484,0.56572519,0.126302725,803.040293,809.4871795,791.7582418,803.8461538,737.7655678,-0.456116,0.132019,0.889343,4.665527,-8.00766,-4.179535,1,1,1,1,1,60,
45:02.4,0.506828519,0.095199494,0.509106957,0.830597341,0.197884053,0.372466391,0.207062947,0.508160626,0.418461949,0.69023292,0.835749374,0.591422641,0.566273394,0.640449112,1.045512678,0.294030313,0.253472448,0.4598718,0.707986251,0.143987998,810.2930403,801.4285714,794.5787546,809.4871795,1081.062271,-0.455688,0.12738,0.894531,4.299164,-7.200165,-4.299164,1,1,1,1,1,60,
45:03.4,0.88799302,0.070303136,0.093521762,1.057604238,0.543188774,0.175562348,0.112729851,0.757597415,0.637107788,0.410842053,0.51884438,0.587578558,0.768222532,0.545806586,0.995966104,0.266686911,0.122410709,0.404685989,0.780067564,0.169263506,807.8754579,801.025641,834.4688645,809.0842491,442.8205128,-0.455688,0.127747,0.892029,3.439331,-3.087921,-2.886047,1,1,1,1,1,55,
45:04.4,0.555633118,0.127243013,0.054039087,0.749004679,0.384026244,0.021010963,0.089836632,0.629832427,0.578398613,0.469927662,0.425705648,0.727535823,0.583802145,0.605693963,1.203640607,0.472862596,0.124134825,0.454564776,0.863291009,0.238421776,801.025641,795.3846154,800.2197802,802.2344322,757.5091575,-0.454285,0.121155,0.893005,4.844971,-7.252502,-5.203857,1,1,1,1,1,55,
45:05.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
45:05.4,0.014049527,0.0532246,-0.007518686,0.217909737,0.022299791,-0.037628483,0.064171692,0.242178835,0.213683333,0.425173704,0.46251473,0.398455274,0.597392172,0.575372663,1.226394847,0.545148869,0.178171767,0.375489185,0.80134608,0.238533146,845.7509158,758.3150183,815.5311355,861.4652015,821.978022,-0.449646,0.12323,0.896667,4.844971,-7.514191,-5.286102,1,1,1,1,1,55,
45:06.4,-0.378125779,-0.067129858,0.231900932,-0.250273983,0.019307554,0.00303269,0.031594534,-0.049893748,0.127581451,0.079347556,0.578096624,0.378962876,0.692479552,0.579025025,1.010470322,0.641182095,0.070619216,0.420939465,0.809436399,0.255469605,792.967033,797.8021978,792.1611722,800.6227106,923.9194139,-0.449768,0.117004,0.895264,4.643097,-6.4151,-5.323486,1,1,1,1,1,55,
45:07.4,-0.003363371,0.216523799,0.234029141,0.271512547,-0.016125021,0.030073546,-0.206411052,0.153386372,0.333463622,0.433928134,0.492450827,0.282884159,0.463302534,0.686771846,0.970882188,0.335126767,0.222560706,0.377962187,0.797845669,0.277142886,795.3846154,783.2967033,796.1904762,799.8168498,639.047619,-0.441284,0.11908,0.899597,4.994507,-8.867493,-3.917847,1,1,1,1,1,55,
45:08.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
45:08.4,-0.134011652,0.019954,-0.193653788,0.219973125,0.029810631,-0.07669625,-0.279994918,-0.028587997,0.404872951,0.361407143,0.039758518,0.577405881,0.38176266,0.696295397,1.053357071,0.36976026,0.169048871,0.437412445,1.015118967,0.327369112,808.6813187,779.6703297,776.043956,795.3846154,764.7619048,-0.5,0.087036,0.885742,-8.590851,-5.286102,3.005676,1,1,1,1,1,55,
